name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
Tukker FM,tukker-fm,,The Netherlands,https://www.tukker.fm/,"[""folk"", ""oldies"", ""piratenhits""]","Tukker FM is hét radiostation voor piratenmuziek. Luister 24/7 naar de beste piratenplaten aller tijden, non-stop.","{""top"": [{""count"": 22, ""genre"": ""pop""}, {""count"": 15, ""genre"": ""schlager""}, {""count"": 13, ""genre"": ""rock""}, {""count"": 11, ""genre"": ""country""}, {""count"": 9, ""genre"": ""pop rock""}, {""count"": 7, ""genre"": ""classic country""}, {""count"": 7, ""genre"": ""classic rock""}, {""count"": 5, ""genre"": ""ballad""}], ""totalCount"": 2320, ""unknownCount"": 2262}","{""top"": [{""count"": 21, ""genre"": ""pop""}, {""count"": 15, ""genre"": ""schlager""}, {""count"": 13, ""genre"": ""rock""}, {""count"": 10, ""genre"": ""country""}, {""count"": 9, ""genre"": ""pop rock""}, {""count"": 7, ""genre"": ""classic country""}, {""count"": 7, ""genre"": ""classic rock""}, {""count"": 5, ""genre"": ""ballad""}], ""updatedAt"": ""2026-09-16T19:13:23.363Z"", ""sampleSize"": 4534, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:34:30.618Z"", ""excludedCount"": 1027, ""genreCoverage"": 0.024956217162872153, ""readinessTier"": ""ready"", ""resolvedCount"": 2284, ""resolutionRate"": 0.5037494486104984, ""datedTrackCount"": 2074, ""genreTaggedCount"": 57, ""uniqueTrackCount"": 1373, ""uniqueArtistCount"": 806, ""unknownGenreCount"": 2227, ""datedTrackCoverage"": 0.9080560420315237}",curated,radio_browser,,f
UbuntuFM,ubuntufm,,South Africa,https://www.ubuntu.fm/radio,"[""afropop"", ""afrosoul"", ""dancehall"", ""folk"", ""funk"", ""hiphop"", ""jazz"", ""kwaito"", ""latin"", ""nu-jazz"", ""reggae"", ""rock"", ""soul""]",UbuntuFM | broadcasting the Ubuntu message,"{""top"": [], ""totalCount"": 98, ""unknownCount"": 98}","{""top"": [], ""updatedAt"": ""2026-09-16T19:11:22.855Z"", ""sampleSize"": 7, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-11T07:51:09.305Z"", ""excludedCount"": 4334, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Ultra Dark Radio,ultra-dark-radio,,Germany,http://www.ultradarkradio.com/,"[""80s"", ""alternative"", ""crossover"", ""darkwave"", ""ebm"", ""gothic"", ""industrial"", ""metal"", ""new wave"", ""newcomer"", ""underground""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:18:12.468Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Ultra Pernik,ultra-pernik,,Bulgaria,,"[""folk""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:15:00.575Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
VOA Macau,voa-macau,,Macao,https://www.voachinese.com/,"[""news"", ""world"", ""world news""]",&#x7F8E;&#x56FD;&#x4E4B;&#x97F3;&#x662F;&#x60A8;&#x7684;&#x53EF;&#x9760;&#x548C;&#x51C6;&#x786E;&#x7684;&#x6709;&#x5173;&#x4E2D;&#x56FD;&#x3001;&#x7F8E;&#x56FD;&#x548C;&#x56FD;&#x9645;&#x65B0;&#x95FB;&#x7684;&#x6765;&#x6E90;&#x3002;&#x6B22;&#x8FCE;&#x6D4F;&#x89C8;&#x7F8E;&#x56FD;,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:19:23.276Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Velkaton,velkaton,,Bosnia And Herzegovina,http://www.velkaton.ba/,"[""folk""]",107.00 MHz oko srca,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:15:00.456Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Verdure Station,verdure-station,,The Russian Federation,http://verdure.net/,"[""ambient"", ""deep ambient"", ""idm""]",Verdure station is a non-profit Internet radio station with atmosphere of comfort and peace of mind through music.,"{""top"": [], ""totalCount"": 36, ""unknownCount"": 36}","{""top"": [], ""updatedAt"": ""2026-09-16T19:16:29.476Z"", ""sampleSize"": 326, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-19T08:57:10.961Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 36, ""resolutionRate"": 0.11042944785276074, ""datedTrackCount"": 20, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 20, ""uniqueArtistCount"": 20, ""unknownGenreCount"": 36, ""datedTrackCoverage"": 0.5555555555555556}",curated,radio_browser,,f
Voices Radio,voices-radio,Voices Radio,GB,https://www.voicesradio.co.uk/,"[""community"", ""indie"", ""talk""]","Voices - your local London Radio Station and Podcast Studio, streaming live from Coal Drops Yard in Kings Cross",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:30:57.846Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,t
WBAR 87.9 FM,wbar,Barnard College,US,https://spinitron.com/WBAR/,"[""college""]","student run radio from Barnard College, NYC -- streaming 6am-4am every day",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:26:01.173Z"", ""sampleSize"": 1, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-15T19:48:24.626Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,f
"WBEZ-HD2 ""Vocalo Stream"" Chicago, IL",wbez-hd2-vocalo-stream-chicago-il,,US,http://vocalo.org/,"[""chicago"", ""community radio"", ""variety"", ""world"", ""world music""]",Vocalo Radio 91.1FM Chicago&#x27;s Urban Alternative + NPR Music - Vocalo Radio 91.1FM Chicago&#x27;s Urban Alternative + NPR Music,"{""top"": [{""count"": 112, ""genre"": ""soul""}, {""count"": 79, ""genre"": ""r&b""}, {""count"": 75, ""genre"": ""hip hop""}, {""count"": 48, ""genre"": ""contemporary r&b""}, {""count"": 39, ""genre"": ""afrobeat""}, {""count"": 38, ""genre"": ""neo soul""}, {""count"": 36, ""genre"": ""pop""}, {""count"": 31, ""genre"": ""alternative r&b""}], ""totalCount"": 3004, ""unknownCount"": 2714}","{""top"": [{""count"": 112, ""genre"": ""soul""}, {""count"": 79, ""genre"": ""r&b""}, {""count"": 75, ""genre"": ""hip hop""}, {""count"": 48, ""genre"": ""contemporary r&b""}, {""count"": 39, ""genre"": ""afrobeat""}, {""count"": 38, ""genre"": ""neo soul""}, {""count"": 36, ""genre"": ""pop""}, {""count"": 31, ""genre"": ""alternative r&b""}], ""updatedAt"": ""2026-09-16T19:21:14.959Z"", ""sampleSize"": 10898, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:19:51.964Z"", ""excludedCount"": 44, ""genreCoverage"": 0.09695753928452022, ""readinessTier"": ""ready"", ""resolvedCount"": 2991, ""resolutionRate"": 0.27445402826206644, ""datedTrackCount"": 2796, ""genreTaggedCount"": 290, ""uniqueTrackCount"": 1000, ""uniqueArtistCount"": 697, ""unknownGenreCount"": 2701, ""datedTrackCoverage"": 0.9348044132397192}",curated,radio_browser,mixed,f
WBGO 88.3 FM,wbgo,Newark Public Radio,US,https://wbgo.org,"[""public""]",,"{""top"": [{""count"": 43, ""genre"": ""jazz""}, {""count"": 19, ""genre"": ""contemporary jazz""}, {""count"": 15, ""genre"": ""smooth jazz""}, {""count"": 6, ""genre"": ""post-bop""}, {""count"": 5, ""genre"": ""jazz fusion""}, {""count"": 5, ""genre"": ""latin jazz""}, {""count"": 5, ""genre"": ""vocal jazz""}, {""count"": 4, ""genre"": ""jazz-funk""}], ""totalCount"": 335, ""unknownCount"": 290}","{""top"": [{""count"": 43, ""genre"": ""jazz""}, {""count"": 19, ""genre"": ""contemporary jazz""}, {""count"": 15, ""genre"": ""smooth jazz""}, {""count"": 6, ""genre"": ""post-bop""}, {""count"": 5, ""genre"": ""jazz fusion""}, {""count"": 5, ""genre"": ""latin jazz""}, {""count"": 5, ""genre"": ""vocal jazz""}, {""count"": 4, ""genre"": ""jazz-funk""}], ""updatedAt"": ""2026-09-16T19:28:20.463Z"", ""sampleSize"": 971, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:20:47.873Z"", ""excludedCount"": 0, ""genreCoverage"": 0.13432835820895522, ""readinessTier"": ""ready"", ""resolvedCount"": 335, ""resolutionRate"": 0.345005149330587, ""datedTrackCount"": 305, ""genreTaggedCount"": 45, ""uniqueTrackCount"": 296, ""uniqueArtistCount"": 232, ""unknownGenreCount"": 290, ""datedTrackCoverage"": 0.9104477611940298}",community,curated,human,f
WBMB 1690 AM,wbmb,Baruch College,US,https://spinitron.com/WBMB/,"[""college""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:26:01.664Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,f
WBRS 100.1 FM,wbrs,Brandeis University,US,https://wbrs.fm,"[""college""]",A broadcast service of WBRS Waltham 100.1 FM: Brandeis University,"{""top"": [{""count"": 126, ""genre"": ""blues""}, {""count"": 123, ""genre"": ""rock""}, {""count"": 81, ""genre"": ""blues rock""}, {""count"": 71, ""genre"": ""electric blues""}, {""count"": 29, ""genre"": ""aor""}, {""count"": 29, ""genre"": ""classic rock""}, {""count"": 26, ""genre"": ""pop""}, {""count"": 22, ""genre"": ""modern blues""}], ""totalCount"": 2256, ""unknownCount"": 2031}","{""top"": [{""count"": 126, ""genre"": ""blues""}, {""count"": 123, ""genre"": ""rock""}, {""count"": 81, ""genre"": ""blues rock""}, {""count"": 71, ""genre"": ""electric blues""}, {""count"": 29, ""genre"": ""aor""}, {""count"": 29, ""genre"": ""classic rock""}, {""count"": 26, ""genre"": ""pop""}, {""count"": 22, ""genre"": ""modern blues""}], ""updatedAt"": ""2026-09-16T19:25:41.456Z"", ""sampleSize"": 3185, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:11:49.166Z"", ""excludedCount"": 7, ""genreCoverage"": 0.09986684420772303, ""readinessTier"": ""ready"", ""resolvedCount"": 2253, ""resolutionRate"": 0.7073783359497645, ""datedTrackCount"": 2180, ""genreTaggedCount"": 225, ""uniqueTrackCount"": 612, ""uniqueArtistCount"": 404, ""unknownGenreCount"": 2028, ""datedTrackCoverage"": 0.9675987572126055}",community,curated,human,f
WCBN 88.3 FM,wcbn,University of Michigan,US,https://spinitron.com/WCBN/,"[""college""]","WCBN-FM is the University of Michigan&#039;s student-run freeform radio station. We broadcast at 88.3 FM to Washtenaw County and surrounding communities from the basement of the Student Activities Building in Ann Arbor, Michigan.","{""top"": [{""count"": 15, ""genre"": ""rock""}, {""count"": 14, ""genre"": ""electronic""}, {""count"": 8, ""genre"": ""pop""}, {""count"": 8, ""genre"": ""r&b""}, {""count"": 8, ""genre"": ""soul""}, {""count"": 6, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""downtempo""}, {""count"": 6, ""genre"": ""hip hop""}], ""totalCount"": 382, ""unknownCount"": 325}","{""top"": [{""count"": 15, ""genre"": ""rock""}, {""count"": 14, ""genre"": ""electronic""}, {""count"": 8, ""genre"": ""pop""}, {""count"": 8, ""genre"": ""r&b""}, {""count"": 8, ""genre"": ""soul""}, {""count"": 6, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""downtempo""}, {""count"": 6, ""genre"": ""hip hop""}], ""updatedAt"": ""2026-09-16T19:26:27.361Z"", ""sampleSize"": 790, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-19T22:26:44.166Z"", ""excludedCount"": 1, ""genreCoverage"": 0.14960629921259844, ""readinessTier"": ""ready"", ""resolvedCount"": 381, ""resolutionRate"": 0.48227848101265824, ""datedTrackCount"": 341, ""genreTaggedCount"": 57, ""uniqueTrackCount"": 376, ""uniqueArtistCount"": 359, ""unknownGenreCount"": 324, ""datedTrackCoverage"": 0.89501312335958}",community,curated,human,f
WCFM 91.9 FM,wcfm,Williams College,US,https://spinitron.com/WCFM/,"[""college""]","Trusted by over 300 non-commercial stations, Spinitron supports playlist logging, reporting, web publishing, automation, push and much more.","{""top"": [{""count"": 9, ""genre"": ""rock""}, {""count"": 6, ""genre"": ""indie rock""}, {""count"": 3, ""genre"": ""alternative rock""}, {""count"": 3, ""genre"": ""dream pop""}, {""count"": 3, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""soul""}, {""count"": 2, ""genre"": ""experimental""}, {""count"": 2, ""genre"": ""hip hop""}], ""totalCount"": 81, ""unknownCount"": 65}","{""top"": [{""count"": 9, ""genre"": ""rock""}, {""count"": 6, ""genre"": ""indie rock""}, {""count"": 3, ""genre"": ""alternative rock""}, {""count"": 3, ""genre"": ""dream pop""}, {""count"": 3, ""genre"": ""electronic""}, {""count"": 3, ""genre"": ""soul""}, {""count"": 2, ""genre"": ""experimental""}, {""count"": 2, ""genre"": ""hip hop""}], ""updatedAt"": ""2026-09-16T19:25:46.858Z"", ""sampleSize"": 139, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-19T22:16:59.976Z"", ""excludedCount"": 1, ""genreCoverage"": 0.19753086419753085, ""readinessTier"": ""ready"", ""resolvedCount"": 81, ""resolutionRate"": 0.5827338129496403, ""datedTrackCount"": 74, ""genreTaggedCount"": 16, ""uniqueTrackCount"": 77, ""uniqueArtistCount"": 76, ""unknownGenreCount"": 65, ""datedTrackCoverage"": 0.9135802469135802}",community,curated,human,f
WDCE 90.1 FM,wdce,University of Richmond,US,https://spinitron.com/WDCE/,"[""college""]","Trusted by over 300 non-commercial stations, Spinitron supports playlist logging, reporting, web publishing, automation, push and much more.","{""top"": [{""count"": 21, ""genre"": ""rock""}, {""count"": 11, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""indie rock""}, {""count"": 8, ""genre"": ""idm""}, {""count"": 7, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""downtempo""}, {""count"": 5, ""genre"": ""hauntology""}, {""count"": 5, ""genre"": ""indie pop""}], ""totalCount"": 656, ""unknownCount"": 609}","{""top"": [{""count"": 21, ""genre"": ""rock""}, {""count"": 11, ""genre"": ""electronic""}, {""count"": 10, ""genre"": ""indie rock""}, {""count"": 8, ""genre"": ""idm""}, {""count"": 7, ""genre"": ""alternative rock""}, {""count"": 6, ""genre"": ""downtempo""}, {""count"": 5, ""genre"": ""hauntology""}, {""count"": 5, ""genre"": ""indie pop""}], ""updatedAt"": ""2026-09-16T19:26:13.060Z"", ""sampleSize"": 976, ""windowDays"": 90, ""latestSpinAt"": ""2026-08-19T22:29:03.272Z"", ""excludedCount"": 0, ""genreCoverage"": 0.07164634146341463, ""readinessTier"": ""ready"", ""resolvedCount"": 656, ""resolutionRate"": 0.6721311475409836, ""datedTrackCount"": 642, ""genreTaggedCount"": 47, ""uniqueTrackCount"": 549, ""uniqueArtistCount"": 495, ""unknownGenreCount"": 609, ""datedTrackCoverage"": 0.9786585365853658}",community,curated,human,f
WDET 101.9 FM,wdet,Wayne State University,US,https://spinitron.com/WDET/,"[""college""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:26:27.763Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",community,curated,human,f
WDIY 88.1 FM,wdiy,WDIY,US,https://www.wdiy.org,"[""public""]","Lehigh Valley&#x27;s NPR station since 1995 with local news, public affairs, and an eclectic mix of music.","{""top"": [{""count"": 5, ""genre"": ""rock""}, {""count"": 2, ""genre"": ""alternative rock""}, {""count"": 2, ""genre"": ""classic rock""}, {""count"": 1, ""genre"": ""alternative pop""}, {""count"": 1, ""genre"": ""britpop""}, {""count"": 1, ""genre"": ""downtempo""}, {""count"": 1, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""hard rock""}], ""totalCount"": 138, ""unknownCount"": 133}","{""top"": [{""count"": 5, ""genre"": ""rock""}, {""count"": 2, ""genre"": ""alternative rock""}, {""count"": 2, ""genre"": ""classic rock""}, {""count"": 1, ""genre"": ""alternative pop""}, {""count"": 1, ""genre"": ""britpop""}, {""count"": 1, ""genre"": ""downtempo""}, {""count"": 1, ""genre"": ""electronic""}, {""count"": 1, ""genre"": ""hard rock""}], ""updatedAt"": ""2026-09-16T19:28:31.861Z"", ""sampleSize"": 2364, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:25:36.861Z"", ""excludedCount"": 0, ""genreCoverage"": 0.036231884057971016, ""readinessTier"": ""provisional"", ""resolvedCount"": 138, ""resolutionRate"": 0.0583756345177665, ""datedTrackCount"": 72, ""genreTaggedCount"": 5, ""uniqueTrackCount"": 119, ""uniqueArtistCount"": 106, ""unknownGenreCount"": 133, ""datedTrackCoverage"": 0.5217391304347826}",community,curated,human,f
WDR 3 HQ,wdr-3-hq,,Germany,https://www1.wdr.de/radio/wdr3/,"[""classic"", ""classical"", ""jazz"", ""world"", ""world music""]","Der Internetauftritt des Kulturradios WDR 3. Mit Informationen zu unserem Programm mit klassischer Musik, Oper, Jazz, Feature, Hörspiel und aktueller Kultur. Dazu der WDR 3 Konzertplayer, der WDR 3 Hörspielplayer, Livestreams und Veranstaltungen.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:19:12.377Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
WDR COSMO,wdr-cosmo,,Germany,http://www.cosmoradio.de/,"[""global"", ""multicultural"", ""multikulti"", ""pop"", ""world"", ""world music""]",COSMO ist das Radio mit Global Pop und Stimmen aus aller Welt. Wir liefern den Soundtrack für das 21. Jahrhundert.,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:18:50.671Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,mixed,f
